sample_name	genus	clade	alignment_length	genome_equivalents
KJ42	Synechococcus	Synechococcus subsubclade 5.1B-IX	1000	0.0027823792216598578
KJ42	Synechococcus	Synechococcus subsubclade 5.1B-V	315	0.0008764494548228552
KJ42	Synechococcus	Synechococcus subsubclade 5.1B-VI	373	0.001037827449679127
KJ42	Synechococcus	Synechococcus subsubclade 5.1B-VII	1042	0.002899239148969572
KJ42	Synechococcus	Synechococcus subsubclade 5.1B-VIII	1234	0.0034334559595282643
KJ42	Synechococcus	Synechococcus subsubclade 5.1B-XVI	1144	0.003183041829578877
KJ42	Synechococcus	Synechococcus subsubclade 5.2A	2449	0.006814046713844992
KJ42	Synechococcus	Synechococcus subsubclade 5.2B	2182	0.00607115146166181
KJ42	Synechococcus	Synechococcus subsubclade 5.2C	1702	0.004735609435265078
KJ42	Synechococcus	Synechococcus subsubclade 5.3	887	0.0024679703696122938
KJ42	Synechococcus	Synechococcus subsubclade RSCCF101	545	0.0015163966758046225
KJ42	Synechococcus	unclassified	4064	0.011307589156825662
KJ45	Prochlorococcus	Prochlorococcus subclade AMZ-II	46	0.00012798944419635346
KJ45	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	1769	0.004922028843116289
KJ45	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	94	0.0002615436468360266
KJ45	Prochlorococcus	Prochlorococcus subclade LLI	258	0.0007178538391882433
KJ45	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	238	0.0006622062547550462
KJ45	Prochlorococcus	Prochlorococcus subclade LLIV	276	0.0007679366651781207
KJ45	Prochlorococcus	Prochlorococcus subclade LLVII	658	0.0018308055278521865
KJ45	Prochlorococcus	Prochlorococcus subclade LLVIII	34	9.460089353643516e-05
KJ45	Prochlorococcus	unclassified	973	0.0027072549826750417
KJ45	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	49	0.00013633658186133302
KJ45	Synechococcus	Synechococcus subsubclade 5.1A-II	355	0.0009877446236892496
KJ45	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	47	0.0001307718234180133
KJ45	Synechococcus	Synechococcus subsubclade 5.1B-HK1	48	0.00013355420263967316
KJ45	Synechococcus	Synechococcus subsubclade 5.1B-V	50	0.0001391189610829929
KJ45	Synechococcus	Synechococcus subsubclade 5.1B-VIII	147	0.0004090097455839991
KJ45	Synechococcus	Synechococcus subsubclade 5.1B-XVI	80	0.00022259033773278862
KJ45	Synechococcus	Synechococcus subsubclade 5.2B	98	0.00027267316372266604
KJ45	Synechococcus	Synechococcus subsubclade 5.2C	49	0.00013633658186133302
KJ45	Synechococcus	Synechococcus subsubclade 5.3	2616	0.007278704043862188
KJ45	Synechococcus	Synechococcus subsubclade RSCCF101	92	0.0002559788883927069
KJ45	Synechococcus	unclassified	144	0.0004006626079190195
KJ48	Prochlorococcus	Prochlorococcus subclade AMZ-I	48	0.00013355420263967316
KJ48	Prochlorococcus	Prochlorococcus subclade AMZ-II	98	0.00027267316372266604
KJ48	Prochlorococcus	Prochlorococcus subclade AMZ-III	47	0.0001307718234180133
KJ48	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	691	0.0019226240421669617
KJ48	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	184	0.0005119577767854138
KJ48	Prochlorococcus	Prochlorococcus subclade LLI	132	0.0003672740572591012
KJ48	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	46	0.00012798944419635346
KJ48	Prochlorococcus	Prochlorococcus subclade LLVII	329	0.0009154027639260932
KJ48	Prochlorococcus	unclassified	202	0.0005620406027752912
KJ48	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	118	0.0003283207481558632
KJ48	Synechococcus	Synechococcus subsubclade 5.1B-VIII	286	0.0007957604573947193
KJ48	Synechococcus	Synechococcus subsubclade 5.2A	79	0.00021980795851112876
KJ48	Synechococcus	Synechococcus subsubclade 5.2C	100	0.0002782379221659858
KJ48	Synechococcus	Synechococcus subsubclade 5.3	431	0.0011992054445353988
KJ48	Synechococcus	Synechococcus subsubclade RSCCF101	47	0.0001307718234180133
KJ48	Synechococcus	unclassified	149	0.0004145745040273188
KJ51	Prochlorococcus	Prochlorococcus subclade AMZ-I	45	0.0001252070649746936
KJ51	Prochlorococcus	Prochlorococcus subclade AMZ-III	576	0.001602650431676078
KJ51	Prochlorococcus	Prochlorococcus subclade HLI	486	0.0013522363017266909
KJ51	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	243	0.0006761181508633454
KJ51	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	594	0.0016527332576659556
KJ51	Prochlorococcus	Prochlorococcus subclade LLVII	224	0.0006232529456518082
KJ51	Prochlorococcus	Prochlorococcus subclade LLVIII	74	0.00020589606240282947
KJ51	Prochlorococcus	unclassified	168	0.0004674397092388561
KJ51	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	144	0.0004006626079190195
KJ51	Synechococcus	Synechococcus subsubclade 5.1A-II	48	0.00013355420263967316
KJ51	Synechococcus	Synechococcus subsubclade 5.1A-III	50	0.0001391189610829929
KJ51	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	240	0.0006677710131983658
KJ51	Synechococcus	Synechococcus subsubclade 5.1B-I	46	0.00012798944419635346
KJ51	Synechococcus	Synechococcus subsubclade 5.2A	43	0.00011964230653137388
KJ51	Synechococcus	Synechococcus subsubclade 5.2B	50	0.0001391189610829929
KJ51	Synechococcus	Synechococcus subsubclade 5.2C	102	0.0002838026806093055
KJ51	Synechococcus	Synechococcus subsubclade 5.3	1191	0.0033138136529968906
KJ51	Synechococcus	Synechococcus subsubclade RSCCF101	45	0.0001252070649746936
KJ51	Synechococcus	unclassified	355	0.0009877446236892496
KJ54	Prochlorococcus	Prochlorococcus subclade AMZ-I	96	0.00026710840527934633
KJ54	Prochlorococcus	Prochlorococcus subclade AMZ-III	181	0.0005036106391204342
KJ54	Prochlorococcus	Prochlorococcus subclade HLI	370	0.0010294803120141473
KJ54	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	796	0.0022147738604412466
KJ54	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	149	0.0004145745040273188
KJ54	Prochlorococcus	Prochlorococcus subclade LLI	587	0.0016332566031143365
KJ54	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	1055	0.00293541007885115
KJ54	Prochlorococcus	Prochlorococcus subclade LLIV	87	0.00024206699228440762
KJ54	Prochlorococcus	Prochlorococcus subclade LLVII	2254	0.006271482765621319
KJ54	Prochlorococcus	Prochlorococcus subclade LLVIII	187	0.0005203049144503934
KJ54	Prochlorococcus	unclassified	768	0.0021368672422347706
KJ54	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	176	0.000489698743012135
KJ54	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	96	0.00026710840527934633
KJ54	Synechococcus	Synechococcus subsubclade 5.1A-II	144	0.0004006626079190195
KJ54	Synechococcus	Synechococcus subsubclade 5.1A-III	95	0.0002643260260576865
KJ54	Synechococcus	Synechococcus subsubclade 5.1A-IV	45	0.0001252070649746936
KJ54	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	36	0.00010016565197975488
KJ54	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	313	0.0008708846963795355
KJ54	Synechococcus	Synechococcus subsubclade 5.1B-HK1	28	7.790661820647602e-05
KJ54	Synechococcus	Synechococcus subsubclade 5.1B-I	193	0.0005369991897803526
KJ54	Synechococcus	Synechococcus subsubclade 5.1B-VI	50	0.0001391189610829929
KJ54	Synechococcus	Synechococcus subsubclade 5.1B-VII	92	0.0002559788883927069
KJ54	Synechococcus	Synechococcus subsubclade 5.1B-VIII	46	0.00012798944419635346
KJ54	Synechococcus	Synechococcus subsubclade 5.2A	242	0.0006733357716416856
KJ54	Synechococcus	Synechococcus subsubclade 5.2B	97	0.0002698907845010062
KJ54	Synechococcus	Synechococcus subsubclade 5.2C	194	0.0005397815690020124
KJ54	Synechococcus	Synechococcus subsubclade 5.3	11361	0.03161061033727764
KJ54	Synechococcus	Synechococcus subsubclade RSCCF101	300	0.0008347137664979573
KJ54	Synechococcus	unclassified	368	0.0010239155535708277
KJ57	Prochlorococcus	Prochlorococcus subclade AMZ-I	999	0.002779596842438198
KJ57	Prochlorococcus	Prochlorococcus subclade AMZ-III	288	0.000801325215838039
KJ57	Prochlorococcus	Prochlorococcus subclade HLI	60	0.00016694275329959146
KJ57	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	34614	0.09630927437853432
KJ57	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	250	0.0006955948054149644
KJ57	Prochlorococcus	Prochlorococcus subclade LLI	492	0.00136893057705665
KJ57	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	1308	0.003639352021931094
KJ57	Prochlorococcus	Prochlorococcus subclade LLIV	173	0.0004813516053471554
KJ57	Prochlorococcus	Prochlorococcus subclade LLVII	4867	0.013541839671818528
KJ57	Prochlorococcus	Prochlorococcus subclade LLVIII	479	0.0013327596471750718
KJ57	Prochlorococcus	unclassified	13300	0.03700564364807611
KJ57	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	642	0.0017862874603056286
KJ57	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	1027	0.002857503460644674
KJ57	Synechococcus	Synechococcus subsubclade 5.1A-II	4101	0.011410537188027077
KJ57	Synechococcus	Synechococcus subsubclade 5.1A-III	324	0.0009014908678177939
KJ57	Synechococcus	Synechococcus subsubclade 5.1A-IV	510	0.0014190134030465274
KJ57	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	521	0.001449619574484786
KJ57	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	558	0.0015525676056862006
KJ57	Synechococcus	Synechococcus subsubclade 5.1B-HK1	50	0.0001391189610829929
KJ57	Synechococcus	Synechococcus subsubclade 5.1B-I	516	0.0014357076783764865
KJ57	Synechococcus	Synechococcus subsubclade 5.1B-IX	1372	0.003817424292117325
KJ57	Synechococcus	Synechococcus subsubclade 5.1B-V	235	0.0006538591170900666
KJ57	Synechococcus	Synechococcus subsubclade 5.1B-VI	246	0.000684465288528325
KJ57	Synechococcus	Synechococcus subsubclade 5.1B-VII	649	0.0018057641148572477
KJ57	Synechococcus	Synechococcus subsubclade 5.1B-VIII	227	0.0006316000833167877
KJ57	Synechococcus	Synechococcus subsubclade 5.1B-XVI	284	0.0007901956989513996
KJ57	Synechococcus	Synechococcus subsubclade 5.2A	2286	0.006360518900714435
KJ57	Synechococcus	Synechococcus subsubclade 5.2B	1707	0.004749521331373377
KJ57	Synechococcus	Synechococcus subsubclade 5.2C	1063	0.002957669112624429
KJ57	Synechococcus	Synechococcus subsubclade 5.3	827898	2.3035261928537527
KJ57	Synechococcus	Synechococcus subsubclade RSCCF101	748	0.0020812196578015737
KJ57	Synechococcus	unclassified	20780	0.05781784022609184
KJ60	Prochlorococcus	Prochlorococcus subclade AMZ-I	44	0.00012242468575303375
KJ60	Prochlorococcus	Prochlorococcus subclade AMZ-III	48	0.00013355420263967316
KJ60	Prochlorococcus	Prochlorococcus subclade HLI	47	0.0001307718234180133
KJ60	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	264	0.0007345481145182024
KJ60	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	48	0.00013355420263967316
KJ60	Prochlorococcus	Prochlorococcus subclade LLI	281	0.00078184856128642
KJ60	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	501	0.0013939719900515888
KJ60	Prochlorococcus	Prochlorococcus subclade LLVII	468	0.0013021534757368133
KJ60	Prochlorococcus	Prochlorococcus subclade LLVIII	94	0.0002615436468360266
KJ60	Synechococcus	Synechococcus subsubclade 5.1A-II	86	0.00023928461306274777
KJ60	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	135	0.0003756211949240808
KJ60	Synechococcus	Synechococcus subsubclade 5.1B-HK1	100	0.0002782379221659858
KJ60	Synechococcus	Synechococcus subsubclade 5.1B-VI	63	0.00017528989096457105
KJ60	Synechococcus	Synechococcus subsubclade 5.1B-VIII	90	0.0002504141299493872
KJ60	Synechococcus	Synechococcus subsubclade 5.2B	49	0.00013633658186133302
KJ60	Synechococcus	Synechococcus subsubclade 5.3	243	0.0006761181508633454
KJ60	Synechococcus	Synechococcus subsubclade RSCCF101	77	0.00021424320006780906
KJ60	Synechococcus	unclassified	84	0.00023371985461942806
KJ63	Prochlorococcus	Prochlorococcus subclade AMZ-I	242	0.0006733357716416856
KJ63	Prochlorococcus	Prochlorococcus subclade AMZ-III	235	0.0006538591170900666
KJ63	Prochlorococcus	Prochlorococcus subclade HLI	211	0.00058708201577023
KJ63	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	639	0.0017779403226406492
KJ63	Prochlorococcus	Prochlorococcus subclade LLI	133	0.0003700564364807611
KJ63	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	702	0.00195323021360522
KJ63	Prochlorococcus	Prochlorococcus subclade LLVII	1616	0.00449632482220233
KJ63	Prochlorococcus	Prochlorococcus subclade LLVIII	47	0.0001307718234180133
KJ63	Prochlorococcus	unclassified	146	0.00040622736636233923
KJ63	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	98	0.00027267316372266604
KJ63	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	165	0.00045909257157387653
KJ63	Synechococcus	Synechococcus subsubclade 5.1A-II	254	0.0007067243223016039
KJ63	Synechococcus	Synechococcus subsubclade 5.1B-HK1	94	0.0002615436468360266
KJ63	Synechococcus	Synechococcus subsubclade 5.1B-VIII	194	0.0005397815690020124
KJ63	Synechococcus	Synechococcus subsubclade 5.1B-XVI	46	0.00012798944419635346
KJ63	Synechococcus	Synechococcus subsubclade 5.2A	49	0.00013633658186133302
KJ63	Synechococcus	Synechococcus subsubclade 5.2B	462	0.0012854592004068544
KJ63	Synechococcus	Synechococcus subsubclade 5.2C	88	0.0002448493715060675
KJ63	Synechococcus	Synechococcus subsubclade 5.3	2034	0.005659359336856151
KJ63	Synechococcus	Synechococcus subsubclade RSCCF101	284	0.0007901956989513996
KJ63	Synechococcus	unclassified	82	0.00022815509617610832
KJ66	Prochlorococcus	Prochlorococcus subclade AMZ-I	226	0.0006288177040951278
KJ66	Prochlorococcus	Prochlorococcus subclade HLI	189	0.0005258696728937131
KJ66	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	1777	0.004944287876889567
KJ66	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	276	0.0007679366651781207
KJ66	Prochlorococcus	Prochlorococcus subclade LLI	1017	0.0028296796684280754
KJ66	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	1231	0.003425108821863285
KJ66	Prochlorococcus	Prochlorococcus subclade LLIV	325	0.0009042732470394538
KJ66	Prochlorococcus	Prochlorococcus subclade LLVII	2679	0.007453993934826759
KJ66	Prochlorococcus	Prochlorococcus subclade LLVIII	463	0.001288241579628514
KJ66	Prochlorococcus	unclassified	465	0.0012938063380718338
KJ66	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	146	0.00040622736636233923
KJ66	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	468	0.0013021534757368133
KJ66	Synechococcus	Synechococcus subsubclade 5.1A-II	184	0.0005119577767854138
KJ66	Synechococcus	Synechococcus subsubclade 5.1A-III	41	0.00011407754808805416
KJ66	Synechococcus	Synechococcus subsubclade 5.1A-IV	202	0.0005620406027752912
KJ66	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	46	0.00012798944419635346
KJ66	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	462	0.0012854592004068544
KJ66	Synechococcus	Synechococcus subsubclade 5.1B-I	279	0.0007762838028431003
KJ66	Synechococcus	Synechococcus subsubclade 5.1B-VI	49	0.00013633658186133302
KJ66	Synechococcus	Synechococcus subsubclade 5.1B-VII	48	0.00013355420263967316
KJ66	Synechococcus	Synechococcus subsubclade 5.1B-XVI	76	0.0002114608208461492
KJ66	Synechococcus	Synechococcus subsubclade 5.2A	49	0.00013633658186133302
KJ66	Synechococcus	Synechococcus subsubclade 5.2B	805	0.0022398152734361856
KJ66	Synechococcus	Synechococcus subsubclade 5.2C	191	0.0005314344313370328
KJ66	Synechococcus	Synechococcus subsubclade 5.3	1584	0.004407288687109215
KJ66	Synechococcus	Synechococcus subsubclade RSCCF101	498	0.0013856248523866092
KJ66	Synechococcus	unclassified	193	0.0005369991897803526
KJ69	Prochlorococcus	Prochlorococcus subclade AMZ-III	26	7.23418597631563e-05
KJ69	Prochlorococcus	Prochlorococcus subclade HLI	4162	0.011580262320548328
KJ69	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	137174	0.38167008735196933
KJ69	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	1060	0.002949321974959449
KJ69	Prochlorococcus	Prochlorococcus subclade LLI	823	0.002289898099426063
KJ69	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	252	0.0007011595638582842
KJ69	Prochlorococcus	Prochlorococcus subclade LLVII	2141	0.005957073913573755
KJ69	Prochlorococcus	Prochlorococcus subclade LLVIII	98	0.00027267316372266604
KJ69	Prochlorococcus	unclassified	43339	0.12058553308751657
KJ69	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	846	0.0023538928215242395
KJ69	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	380	0.001057304104230746
KJ69	Synechococcus	Synechococcus subsubclade 5.1A-II	5013	0.013948067038180866
KJ69	Synechococcus	Synechococcus subsubclade 5.1A-III	147	0.0004090097455839991
KJ69	Synechococcus	Synechococcus subsubclade 5.1A-IV	911	0.0025347474709321305
KJ69	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	156	0.0004340511585789378
KJ69	Synechococcus	Synechococcus subsubclade 5.1B-I	129	0.00035892691959412163
KJ69	Synechococcus	Synechococcus subsubclade 5.1B-VII	37	0.00010294803120141473
KJ69	Synechococcus	Synechococcus subsubclade 5.1B-XVI	242	0.0006733357716416856
KJ69	Synechococcus	Synechococcus subsubclade 5.2B	635	0.0017668108057540097
KJ69	Synechococcus	Synechococcus subsubclade 5.2C	49	0.00013633658186133302
KJ69	Synechococcus	Synechococcus subsubclade 5.3	7120	0.01981054005821819
KJ69	Synechococcus	unclassified	1265	0.00351970971539972
KJ72	Prochlorococcus	Prochlorococcus subclade AMZ-III	47	0.0001307718234180133
KJ72	Prochlorococcus	Prochlorococcus subclade HLI	351	0.00097661510680261
KJ72	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	34581	0.09621745586421954
KJ72	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	148	0.00041179212480565893
KJ72	Prochlorococcus	Prochlorococcus subclade LLI	265	0.0007373304937398623
KJ72	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	207	0.0005759524988835906
KJ72	Prochlorococcus	Prochlorococcus subclade LLIV	49	0.00013633658186133302
KJ72	Prochlorococcus	Prochlorococcus subclade LLVII	264	0.0007345481145182024
KJ72	Prochlorococcus	unclassified	11152	0.031029093079950734
KJ72	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	99	0.0002754555429443259
KJ72	Synechococcus	Synechococcus subsubclade 5.1A-II	851	0.002367804717632539
KJ72	Synechococcus	Synechococcus subsubclade 5.1A-III	49	0.00013633658186133302
KJ72	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	49	0.00013633658186133302
KJ72	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	125	0.0003477974027074822
KJ72	Synechococcus	Synechococcus subsubclade 5.1B-HK1	49	0.00013633658186133302
KJ72	Synechococcus	Synechococcus subsubclade 5.1B-I	37	0.00010294803120141473
KJ72	Synechococcus	Synechococcus subsubclade 5.2B	123	0.0003422326442641625
KJ72	Synechococcus	Synechococcus subsubclade 5.3	42614	0.11856830815181318
KJ72	Synechococcus	unclassified	1638	0.004557537165078847
KJ75	Prochlorococcus	Prochlorococcus subclade AMZ-I	98	0.00027267316372266604
KJ75	Prochlorococcus	Prochlorococcus subclade AMZ-III	281	0.00078184856128642
KJ75	Prochlorococcus	Prochlorococcus subclade HLI	5257	0.014626967568265873
KJ75	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	226355	0.629805448718817
KJ75	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	762	0.0021201729669048115
KJ75	Prochlorococcus	Prochlorococcus subclade LLI	682	0.001897582629172023
KJ75	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	607	0.0016889041875475337
KJ75	Prochlorococcus	Prochlorococcus subclade LLIV	147	0.0004090097455839991
KJ75	Prochlorococcus	Prochlorococcus subclade LLVII	1387	0.0038591599804422227
KJ75	Prochlorococcus	Prochlorococcus subclade LLVIII	98	0.00027267316372266604
KJ75	Prochlorococcus	unclassified	67800	0.18864531122853836
KJ75	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	1084	0.003016099076279286
KJ75	Synechococcus	Synechococcus subsubclade 5.1A-II	6548	0.018219019143428748
KJ75	Synechococcus	Synechococcus subsubclade 5.1A-III	190	0.000528652052115373
KJ75	Synechococcus	Synechococcus subsubclade 5.1A-IV	97	0.0002698907845010062
KJ75	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	123	0.0003422326442641625
KJ75	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	42	0.00011685992730971403
KJ75	Synechococcus	Synechococcus subsubclade 5.1B-I	137	0.0003811859533674005
KJ75	Synechococcus	Synechococcus subsubclade 5.1B-IX	88	0.0002448493715060675
